uid,浏览量,点赞量,观看作者数,观看作品数,观看作品平均时长,观看配乐数,完整观看数,去过的城市数,观看作品城市数
58308,4,0,4,4,13.75,4.0,2,1.0,4.0
58309,2,0,2,2,7.5,2.0,2,1.0,2.0
58310,16,0,16,16,13.375,15.0,10,1.0,14.0
58311,1,0,1,1,9.0,1.0,0,1.0,1.0
58312,1,0,1,1,9.0,1.0,1,1.0,1.0
58313,6,0,5,6,10.0,6.0,4,1.0,5.0
58314,3,0,3,3,10.0,3.0,0,1.0,3.0
58315,5,1,5,5,10.0,5.0,3,1.0,5.0
58316,18,0,17,18,11.277777777777779,18.0,8,1.0,15.0
58317,21,2,20,21,10.428571428571429,21.0,10,2.0,19.0
58318,25,0,25,25,9.52,23.0,14,1.0,23.0
58319,1,0,1,1,9.0,1.0,0,1.0,1.0
58320,11,0,11,11,8.545454545454545,11.0,6,2.0,11.0
58321,16,0,16,16,10.1875,16.0,6,1.0,14.0
58322,13,0,13,13,10.615384615384615,12.0,4,1.0,10.0
58323,15,0,14,15,9.133333333333333,15.0,11,1.0,13.0
58324,5,0,5,5,10.2,5.0,1,1.0,5.0
58325,2,0,2,2,8.5,2.0,0,1.0,2.0
58327,2,0,2,2,8.0,2.0,2,1.0,2.0
58328,1,0,1,1,9.0,1.0,1,1.0,1.0
58329,1,0,1,1,4.0,1.0,0,1.0,1.0
58330,3,0,3,3,20.0,3.0,1,1.0,3.0
58332,4,0,4,4,9.75,4.0,3,1.0,4.0
58333,22,0,22,22,13.863636363636363,22.0,9,1.0,18.0
58334,22,0,15,22,10.681818181818182,22.0,12,1.0,13.0
58335,7,0,7,7,16.0,7.0,7,1.0,7.0
58337,16,0,16,16,15.9375,16.0,6,1.0,15.0
58338,1,0,1,1,9.0,1.0,0,1.0,1.0
58340,7,0,7,7,10.428571428571429,7.0,4,1.0,6.0
58341,25,1,25,25,10.68,24.0,17,1.0,24.0
58342,9,0,9,9,9.0,9.0,9,2.0,8.0
58343,13,0,13,13,8.615384615384615,11.0,4,1.0,12.0
58346,1,0,1,1,10.0,1.0,1,1.0,1.0
58347,17,0,17,17,11.823529411764707,17.0,16,2.0,17.0
58348,2,0,2,2,9.0,2.0,0,1.0,2.0
58349,22,0,21,22,13.863636363636363,22.0,3,1.0,19.0
58351,4,1,4,4,8.25,4.0,3,1.0,4.0
58352,6,0,6,6,8.833333333333334,6.0,0,1.0,6.0
58353,7,0,7,7,15.142857142857142,7.0,6,1.0,7.0
58354,6,0,6,6,10.5,6.0,2,1.0,6.0
58355,1,0,1,1,21.0,1.0,0,1.0,1.0
58356,2,0,2,2,10.0,2.0,0,1.0,2.0
58357,32,1,32,32,11.28125,31.0,18,1.0,28.0
58358,6,0,6,6,10.833333333333334,6.0,3,1.0,6.0
58359,6,0,6,6,10.666666666666666,6.0,5,1.0,6.0
58360,12,0,12,12,12.333333333333334,12.0,8,1.0,11.0
58361,7,0,7,7,12.142857142857142,7.0,5,3.0,6.0
58363,65,0,63,65,9.830769230769231,47.0,26,1.0,47.0
58364,7,0,7,7,9.428571428571429,7.0,0,1.0,7.0
58365,3,0,3,3,5.333333333333333,3.0,1,1.0,3.0
58366,19,0,19,19,9.157894736842104,19.0,2,1.0,16.0
58367,2,0,2,2,16.0,2.0,1,1.0,2.0
58368,5,0,5,5,14.8,5.0,2,1.0,5.0
58369,52,0,50,52,12.903846153846153,46.0,42,3.0,42.0
58370,14,0,14,14,11.785714285714286,13.0,10,1.0,13.0
58371,10,0,10,10,12.6,10.0,0,1.0,8.0
58372,6,0,6,6,8.833333333333334,6.0,5,1.0,6.0
58373,9,0,9,9,14.88888888888889,9.0,5,1.0,9.0
58374,1,0,1,1,11.0,1.0,1,1.0,1.0
58375,10,0,10,10,9.8,9.0,5,1.0,9.0
58376,14,0,14,14,10.5,14.0,2,1.0,14.0
58377,3,0,3,3,11.0,3.0,1,1.0,3.0
58378,1,0,1,1,10.0,1.0,1,1.0,1.0
58379,36,0,35,36,10.055555555555555,33.0,7,1.0,29.0
58380,8,0,8,8,15.125,8.0,7,1.0,7.0
58381,46,0,46,46,10.347826086956522,45.0,44,1.0,38.0
58382,22,2,22,22,11.727272727272727,22.0,11,1.0,18.0
58383,1,0,1,1,10.0,1.0,0,1.0,1.0
58384,72,0,68,72,11.5,65.0,14,1.0,49.0
58385,8,0,8,8,11.5,8.0,6,1.0,5.0
58386,74,0,73,74,12.635135135135135,71.0,26,1.0,58.0
58387,4,0,4,4,13.0,4.0,2,1.0,4.0
58388,7,0,7,7,11.285714285714286,7.0,7,1.0,7.0
58389,2,0,2,2,9.5,2.0,0,1.0,2.0
58390,1,0,1,1,10.0,1.0,1,1.0,1.0
58391,16,0,16,16,11.625,16.0,5,1.0,15.0
58393,2,0,1,2,9.5,2.0,1,1.0,1.0
58395,5,0,5,5,17.2,5.0,3,1.0,5.0
58396,21,0,20,21,11.80952380952381,21.0,5,1.0,5.0
58397,1,0,1,1,10.0,1.0,1,1.0,1.0
58398,6,0,6,6,7.833333333333333,6.0,2,1.0,6.0
58399,3,2,3,3,11.333333333333334,3.0,3,1.0,3.0
58400,3,0,3,3,10.0,3.0,1,1.0,3.0
58401,18,1,18,18,10.222222222222221,17.0,17,1.0,15.0
58402,5,0,5,5,16.8,5.0,2,1.0,5.0
58403,1,0,1,1,10.0,1.0,1,1.0,1.0
58405,1,0,1,1,10.0,1.0,0,1.0,1.0
58406,1,0,1,1,2.0,1.0,1,1.0,1.0
58408,4,0,4,4,21.0,4.0,3,1.0,4.0
58409,5,0,5,5,9.2,5.0,3,1.0,5.0
58411,14,0,13,14,9.857142857142858,14.0,9,1.0,12.0
58412,4,1,4,4,15.5,4.0,1,1.0,4.0
58413,3,0,3,3,7.333333333333333,3.0,1,1.0,3.0
58415,13,0,13,13,12.76923076923077,12.0,2,1.0,12.0
58416,5,0,5,5,10.6,5.0,2,1.0,4.0
58417,1,0,1,1,9.0,1.0,0,1.0,1.0
58418,2,0,2,2,10.0,2.0,2,1.0,2.0
58419,5,0,5,5,12.2,5.0,0,1.0,5.0
58420,4,0,4,4,8.5,4.0,3,1.0,4.0
58421,9,0,9,9,9.222222222222221,9.0,2,1.0,9.0
58422,1,0,1,1,41.0,1.0,0,1.0,1.0
58423,4,0,4,4,9.25,4.0,3,1.0,4.0
58424,6,0,6,6,9.666666666666666,6.0,0,1.0,3.0
58425,3,0,3,3,11.0,3.0,2,1.0,3.0
58426,6,0,6,6,9.5,6.0,2,1.0,6.0
58427,2,0,2,2,9.5,2.0,1,1.0,2.0
58428,3,0,3,3,9.333333333333334,3.0,2,1.0,3.0
58429,4,0,4,4,12.75,4.0,1,1.0,4.0
58430,8,0,8,8,10.875,8.0,6,1.0,8.0
58431,2,0,2,2,7.0,2.0,1,1.0,2.0
58432,14,0,14,14,8.785714285714286,14.0,7,2.0,14.0
58433,1,0,1,1,9.0,1.0,0,1.0,1.0
58434,8,0,8,8,17.125,8.0,7,1.0,6.0
58435,46,0,46,46,10.369565217391305,43.0,22,1.0,42.0
58436,1,0,1,1,7.0,1.0,1,1.0,1.0
58438,6,1,6,6,9.5,6.0,2,1.0,5.0
58439,4,0,4,4,12.0,3.0,3,1.0,4.0
58440,1,0,1,1,10.0,1.0,0,1.0,1.0
58441,3,0,3,3,13.0,3.0,3,1.0,3.0
58442,32,0,32,32,12.96875,32.0,11,1.0,25.0
58443,14,0,14,14,11.5,14.0,6,1.0,14.0
58444,1,0,1,1,9.0,1.0,0,1.0,1.0
58445,10,0,10,10,10.3,10.0,2,1.0,10.0
58446,2,0,2,2,9.5,2.0,2,1.0,2.0
58447,2,0,2,2,7.5,2.0,1,1.0,2.0
58448,5,0,5,5,11.2,5.0,0,1.0,5.0
58449,5,0,5,5,11.0,5.0,3,1.0,5.0
58450,5,0,5,5,15.2,5.0,4,1.0,5.0
58451,6,0,6,6,10.166666666666666,6.0,2,1.0,6.0
58452,6,0,6,6,10.166666666666666,6.0,2,1.0,6.0
58453,7,0,7,7,12.428571428571429,7.0,7,1.0,6.0
58454,1,0,1,1,10.0,1.0,1,1.0,1.0
58455,2,0,2,2,8.5,2.0,2,1.0,2.0
58456,16,0,16,16,10.5,16.0,7,1.0,15.0
58457,2,0,2,2,8.5,2.0,1,1.0,2.0
58458,6,0,6,6,10.166666666666666,6.0,4,1.0,5.0
58459,5,0,5,5,11.4,5.0,3,1.0,5.0
58460,12,1,11,12,12.666666666666666,12.0,10,1.0,10.0
58461,3,0,3,3,13.666666666666666,3.0,2,1.0,3.0
58462,4,0,4,4,8.5,4.0,4,1.0,4.0
58463,1,0,1,1,10.0,1.0,0,1.0,1.0
58464,9,0,9,9,15.555555555555555,9.0,1,3.0,7.0
58465,13,0,13,13,9.461538461538462,13.0,7,1.0,11.0
58466,6,0,6,6,13.166666666666666,6.0,2,1.0,6.0
58468,30,0,29,30,10.066666666666666,26.0,19,1.0,24.0
58469,7,0,7,7,9.428571428571429,7.0,4,1.0,6.0
58470,13,0,13,13,9.384615384615385,13.0,7,1.0,12.0
58471,1,0,1,1,10.0,1.0,0,1.0,1.0
58472,11,0,11,11,9.363636363636363,11.0,9,1.0,11.0
58473,1,1,1,1,12.0,1.0,1,1.0,1.0
58474,2,0,2,2,9.5,2.0,1,1.0,2.0
58475,7,1,7,7,7.857142857142857,7.0,5,1.0,7.0
58476,2,0,2,2,9.5,2.0,1,1.0,2.0
58477,7,0,7,7,10.0,7.0,7,1.0,6.0
58478,1,0,1,1,17.0,1.0,0,1.0,1.0
58479,23,0,23,23,13.0,23.0,2,1.0,21.0
58480,9,0,9,9,9.333333333333334,9.0,6,2.0,9.0
58481,10,0,10,10,11.1,10.0,7,1.0,9.0
58482,25,0,25,25,9.2,23.0,8,1.0,19.0
58483,11,0,11,11,11.363636363636363,11.0,4,2.0,11.0
58484,43,0,42,43,11.325581395348838,41.0,16,1.0,32.0
58485,2,0,2,2,9.5,2.0,1,1.0,2.0
58486,2,0,2,2,9.0,2.0,1,1.0,2.0
58487,1,0,1,1,8.0,1.0,0,1.0,1.0
58488,8,0,8,8,10.625,8.0,6,1.0,8.0
58489,1,0,1,1,10.0,1.0,0,1.0,1.0
58490,2,0,2,2,9.5,2.0,1,1.0,2.0
58491,1,0,1,1,10.0,1.0,1,1.0,1.0
58492,4,0,4,4,15.0,4.0,1,1.0,4.0
58493,5,2,5,5,8.8,5.0,2,1.0,5.0
58494,3,0,3,3,7.666666666666667,3.0,3,1.0,3.0
58495,1,0,1,1,9.0,1.0,0,1.0,1.0
58496,3,0,3,3,9.666666666666666,3.0,0,1.0,3.0
58497,2,0,2,2,11.5,2.0,2,1.0,2.0
58498,5,0,5,5,8.6,5.0,1,1.0,5.0
58499,31,0,31,31,11.548387096774194,28.0,27,1.0,25.0
58500,3,0,3,3,10.0,3.0,0,1.0,3.0
58502,4,0,4,4,6.25,4.0,3,1.0,4.0
58503,9,0,9,9,13.666666666666666,8.0,7,1.0,7.0
58504,1,0,1,1,10.0,1.0,0,1.0,1.0
58505,6,0,6,6,14.833333333333334,6.0,3,1.0,6.0
58506,3,0,3,3,8.666666666666666,3.0,2,1.0,3.0
58507,5,0,4,5,11.0,4.0,1,1.0,4.0
58508,24,0,24,24,11.166666666666666,24.0,6,1.0,21.0
58509,3,0,3,3,11.666666666666666,3.0,1,1.0,3.0
58510,4,0,4,4,9.0,4.0,3,1.0,4.0
58511,14,0,14,14,11.642857142857142,14.0,6,1.0,13.0
58512,5,0,5,5,9.4,5.0,3,1.0,5.0
58513,10,0,10,10,13.1,10.0,4,1.0,7.0
58514,3,0,3,3,18.666666666666668,3.0,2,1.0,3.0
58515,5,0,4,5,11.8,5.0,0,2.0,4.0
58516,14,0,14,14,10.0,14.0,3,2.0,13.0
58517,23,0,23,23,10.782608695652174,22.0,14,1.0,21.0
58518,3,0,3,3,13.0,3.0,2,1.0,3.0
58520,4,0,4,4,9.25,4.0,2,1.0,4.0
58521,2,0,2,2,10.0,2.0,2,1.0,2.0
58522,6,0,6,6,9.5,6.0,0,1.0,6.0
58523,1,0,1,1,9.0,1.0,1,1.0,1.0
58524,2,0,2,2,13.5,2.0,0,1.0,1.0
58525,12,0,12,12,9.083333333333334,12.0,1,1.0,11.0
58526,5,0,5,5,13.6,5.0,5,1.0,5.0
58527,3,0,3,3,20.0,3.0,3,1.0,3.0
58528,1,0,1,1,9.0,1.0,0,1.0,1.0
58530,3,0,3,3,9.333333333333334,3.0,2,1.0,3.0
58531,3,0,3,3,9.333333333333334,3.0,3,1.0,3.0
58532,3,0,3,3,11.333333333333334,3.0,2,1.0,3.0
58533,1,0,1,1,10.0,1.0,0,1.0,1.0
58535,17,0,17,17,12.0,16.0,3,1.0,17.0
58536,7,0,7,7,11.714285714285714,7.0,2,1.0,6.0
58537,12,0,12,12,9.666666666666666,11.0,8,1.0,9.0
58538,7,0,7,7,11.285714285714286,7.0,5,1.0,7.0
58539,4,0,4,4,9.0,4.0,3,1.0,4.0
58541,4,0,4,4,17.0,4.0,3,1.0,4.0
58542,7,0,6,7,10.857142857142858,6.0,6,1.0,6.0
58543,14,0,14,14,10.071428571428571,14.0,7,1.0,12.0
58544,3,0,3,3,9.0,3.0,2,1.0,3.0
58545,9,0,9,9,9.555555555555555,8.0,5,1.0,9.0
58546,7,0,7,7,15.0,7.0,5,1.0,7.0
58547,2,0,2,2,22.5,2.0,2,1.0,2.0
58548,35,0,35,35,9.457142857142857,35.0,10,1.0,28.0
58549,1,0,1,1,9.0,1.0,1,1.0,1.0
58550,4,0,4,4,9.25,4.0,0,1.0,4.0
58551,20,0,20,20,9.9,18.0,7,1.0,19.0
58552,2,0,2,2,9.5,2.0,1,1.0,2.0
58553,7,0,7,7,8.857142857142858,7.0,5,1.0,7.0
58554,13,0,13,13,10.153846153846153,13.0,7,1.0,10.0
58555,6,0,6,6,9.833333333333334,6.0,4,1.0,6.0
58557,2,0,2,2,9.0,2.0,1,1.0,2.0
58558,16,0,16,16,10.3125,16.0,8,1.0,11.0
58559,68,0,68,68,10.691176470588236,65.0,9,1.0,46.0
58560,3,0,3,3,8.666666666666666,2.0,3,1.0,3.0
58561,8,0,8,8,21.625,8.0,5,1.0,8.0
58562,3,0,3,3,9.0,3.0,2,1.0,3.0
58563,15,0,15,15,10.2,13.0,0,1.0,15.0
58564,19,0,18,19,10.368421052631579,18.0,5,1.0,17.0
58565,5,0,5,5,8.0,5.0,3,1.0,5.0
58566,20,0,20,20,10.85,20.0,12,1.0,19.0
58567,7,0,7,7,15.0,7.0,2,1.0,7.0
58568,1,0,1,1,42.0,1.0,1,1.0,1.0
58569,7,0,7,7,11.0,7.0,2,1.0,7.0
58570,10,0,10,10,8.6,9.0,9,1.0,9.0
58571,2,0,2,2,15.0,2.0,2,1.0,2.0
58572,51,0,50,51,11.372549019607844,49.0,30,4.0,39.0
58573,1,0,1,1,6.0,1.0,0,1.0,1.0
58574,10,0,10,10,8.4,10.0,7,1.0,9.0
58575,4,0,4,4,13.0,4.0,2,1.0,4.0
58577,1,0,1,1,15.0,1.0,0,1.0,1.0
58578,1,0,1,1,10.0,1.0,1,1.0,1.0
58579,1,0,1,1,9.0,1.0,1,1.0,1.0
58580,17,0,17,17,9.235294117647058,17.0,3,1.0,14.0
58582,1,0,1,1,10.0,1.0,1,1.0,1.0
58583,6,0,6,6,15.666666666666666,6.0,3,1.0,6.0
58585,17,0,16,17,12.941176470588236,17.0,8,1.0,16.0
58586,2,0,2,2,9.0,2.0,1,1.0,2.0
58587,1,0,1,1,9.0,1.0,1,1.0,1.0
58588,1,0,1,1,7.0,1.0,0,1.0,1.0
58589,3,0,3,3,11.666666666666666,3.0,1,1.0,3.0
58590,1,0,1,1,4.0,1.0,0,1.0,1.0
58591,2,0,2,2,10.0,2.0,1,1.0,2.0
58592,6,0,6,6,18.333333333333332,6.0,4,1.0,6.0
58593,8,0,8,8,13.625,8.0,4,1.0,8.0
58594,2,0,2,2,13.5,2.0,0,1.0,2.0
58595,5,0,5,5,9.6,5.0,2,1.0,5.0
58596,5,0,5,5,9.8,5.0,3,1.0,5.0
58597,4,0,4,4,9.0,4.0,3,1.0,4.0
58598,36,1,35,36,11.083333333333334,35.0,4,1.0,22.0
58600,21,0,21,21,11.857142857142858,20.0,11,1.0,20.0
58601,5,0,5,5,8.4,5.0,4,1.0,5.0
58603,2,0,2,2,10.0,2.0,2,1.0,2.0
58604,6,0,6,6,20.5,6.0,0,1.0,5.0
58605,8,0,8,8,10.0,8.0,1,1.0,8.0
58606,6,0,6,6,9.333333333333334,6.0,0,3.0,4.0
58607,1,0,1,1,7.0,1.0,1,1.0,1.0
58608,6,0,6,6,13.333333333333334,6.0,1,1.0,6.0
58609,21,0,21,21,11.19047619047619,21.0,6,1.0,21.0
58610,6,0,6,6,15.333333333333334,6.0,3,1.0,6.0
58611,2,0,2,2,19.0,2.0,1,2.0,2.0
58612,7,0,7,7,9.571428571428571,7.0,3,2.0,7.0
58614,3,0,3,3,9.666666666666666,3.0,1,1.0,3.0
58615,9,0,9,9,13.11111111111111,9.0,7,1.0,6.0
58616,4,0,4,4,17.0,4.0,1,1.0,4.0
58618,5,0,5,5,12.8,5.0,5,1.0,5.0
58619,6,0,6,6,14.0,6.0,4,1.0,6.0
58620,40,0,39,40,11.225,37.0,16,1.0,34.0
58621,7,0,7,7,9.714285714285714,7.0,3,2.0,6.0
58622,3,0,3,3,7.666666666666667,3.0,3,1.0,3.0
58623,2,0,2,2,9.5,2.0,2,1.0,2.0
58624,7,0,7,7,9.0,7.0,3,1.0,7.0
58627,6,0,6,6,16.0,6.0,4,1.0,6.0
58628,11,0,11,11,11.090909090909092,11.0,5,1.0,10.0
58629,5,0,5,5,11.0,5.0,1,1.0,5.0
58630,1,0,1,1,9.0,1.0,0,1.0,1.0
58631,13,0,13,13,13.076923076923077,13.0,4,1.0,12.0
58632,2,0,2,2,9.5,2.0,1,1.0,2.0
58634,6,0,6,6,8.5,6.0,2,1.0,6.0
58636,5,0,5,5,10.0,5.0,1,1.0,5.0
58637,7,0,7,7,20.285714285714285,7.0,0,1.0,7.0
58638,3,0,3,3,9.0,3.0,2,1.0,3.0
58639,3,0,3,3,9.333333333333334,3.0,2,1.0,3.0
58640,8,0,8,8,12.5,8.0,3,1.0,8.0
58641,8,0,8,8,9.75,8.0,2,2.0,8.0
58642,10,0,9,10,10.2,10.0,6,1.0,9.0
58643,3,0,3,3,9.333333333333334,3.0,2,1.0,3.0
58644,9,0,9,9,11.666666666666666,8.0,1,1.0,8.0
58645,3,0,3,3,11.666666666666666,3.0,3,1.0,3.0
58648,16,0,16,16,12.3125,15.0,6,1.0,14.0
58649,6,0,5,6,8.333333333333334,5.0,1,1.0,5.0
58650,1,0,1,1,10.0,1.0,1,1.0,1.0
58651,24,0,22,24,11.541666666666666,21.0,9,1.0,18.0
58652,8,0,8,8,10.0,8.0,4,1.0,8.0
58654,10,0,10,10,10.0,10.0,0,1.0,9.0
58655,3,0,3,3,12.666666666666666,3.0,2,1.0,3.0
58656,14,0,13,14,11.857142857142858,13.0,2,1.0,13.0
58657,15,0,15,15,10.133333333333333,15.0,7,1.0,14.0
58658,1,0,1,1,9.0,1.0,0,1.0,1.0
58659,60,0,57,60,10.633333333333333,50.0,10,1.0,35.0
58660,7,0,7,7,10.0,7.0,6,1.0,7.0
58661,6,0,6,6,8.0,6.0,1,2.0,5.0
58663,10,0,10,10,12.7,10.0,4,1.0,10.0
58664,10,0,10,10,11.3,10.0,7,1.0,8.0
58665,7,0,7,7,10.714285714285714,7.0,6,1.0,7.0
58666,2,0,2,2,24.0,2.0,0,1.0,2.0
58667,6,0,6,6,10.833333333333334,6.0,2,1.0,6.0
58668,16,0,16,16,10.5625,16.0,3,1.0,13.0
58669,6,0,6,6,9.666666666666666,6.0,4,1.0,6.0
58670,3,0,3,3,13.333333333333334,3.0,2,1.0,3.0
58671,4,0,4,4,8.5,4.0,2,1.0,4.0
58672,22,0,22,22,12.318181818181818,22.0,12,1.0,20.0
58673,7,0,7,7,10.571428571428571,7.0,6,1.0,7.0
58674,11,0,11,11,8.636363636363637,11.0,1,1.0,11.0
58676,3,0,3,3,11.333333333333334,3.0,2,1.0,3.0
58677,15,0,15,15,10.0,15.0,10,2.0,15.0
58678,4,0,4,4,9.75,4.0,2,1.0,4.0
58679,35,0,34,35,9.628571428571428,34.0,26,2.0,30.0
58681,10,0,10,10,15.9,10.0,3,1.0,7.0
58682,4,0,4,4,13.0,4.0,1,1.0,4.0
58683,2,0,2,2,11.0,2.0,2,1.0,2.0
58684,2,0,2,2,8.0,2.0,2,1.0,2.0
58685,3,0,3,3,9.666666666666666,3.0,0,1.0,3.0
58688,9,0,9,9,11.0,9.0,3,1.0,8.0
58689,39,0,38,39,11.461538461538462,36.0,25,1.0,32.0
58691,2,0,2,2,12.5,2.0,1,1.0,2.0
58693,8,0,8,8,11.75,8.0,5,1.0,7.0
58694,2,0,2,2,24.0,2.0,0,1.0,2.0
58695,5,0,5,5,8.8,5.0,2,1.0,5.0
58696,2,0,2,2,8.5,2.0,1,1.0,2.0
58697,7,0,7,7,17.571428571428573,7.0,5,1.0,7.0
58698,30,0,28,30,11.1,22.0,4,1.0,14.0
58699,5,0,5,5,9.2,5.0,2,1.0,5.0
58700,3,1,3,3,7.333333333333333,3.0,0,1.0,3.0
58701,42,0,39,42,11.023809523809524,29.0,10,4.0,36.0
58702,8,0,8,8,8.0,8.0,4,1.0,8.0
58703,2,0,2,2,9.5,2.0,1,1.0,2.0
58704,2,0,2,2,13.0,2.0,2,1.0,2.0
58705,8,0,8,8,9.5,7.0,5,1.0,7.0
58706,19,0,19,19,9.631578947368421,17.0,7,1.0,17.0
58707,4,0,4,4,11.0,4.0,1,1.0,4.0
58708,12,0,12,12,12.75,12.0,3,1.0,11.0
58711,14,0,14,14,12.857142857142858,13.0,7,1.0,13.0
58713,6,0,6,6,13.0,6.0,2,1.0,5.0
58714,8,0,8,8,13.125,8.0,3,1.0,8.0
58715,1,0,1,1,10.0,1.0,0,1.0,1.0
58716,2,0,2,2,8.0,2.0,2,1.0,2.0
58718,21,0,20,21,12.714285714285714,21.0,9,1.0,17.0
58719,2,0,2,2,15.5,2.0,1,1.0,2.0
58720,10,0,10,10,12.9,10.0,7,1.0,10.0
58721,1,0,1,1,10.0,1.0,1,1.0,1.0
58722,2,0,2,2,23.5,2.0,0,1.0,2.0
58723,2,0,2,2,9.0,2.0,2,1.0,2.0
58724,8,0,8,8,8.0,8.0,6,2.0,7.0
58725,38,0,34,38,10.763157894736842,32.0,4,1.0,29.0
58726,1,0,1,1,10.0,1.0,0,1.0,1.0
58727,6,0,6,6,11.0,6.0,4,2.0,6.0
58728,1,0,1,1,9.0,1.0,1,1.0,1.0
58729,5,0,5,5,9.0,5.0,2,1.0,4.0
58730,2,0,2,2,9.5,2.0,1,1.0,2.0
58731,13,0,13,13,9.461538461538462,13.0,7,1.0,12.0
58732,2,0,2,2,5.5,2.0,2,1.0,2.0
58736,7,0,7,7,12.285714285714286,7.0,3,1.0,6.0
58737,18,0,18,18,9.722222222222221,18.0,9,1.0,17.0
58738,1,0,1,1,9.0,1.0,0,1.0,1.0
58739,5,1,5,5,10.8,5.0,3,1.0,5.0
58740,25,0,25,25,11.28,23.0,15,1.0,22.0
58741,27,0,27,27,8.592592592592593,23.0,14,1.0,24.0
58742,16,1,15,16,12.125,16.0,10,1.0,15.0
58743,4,0,4,4,8.0,4.0,3,1.0,4.0
58744,3,0,3,3,8.333333333333334,3.0,3,1.0,3.0
58745,26,0,26,26,9.0,23.0,3,1.0,25.0
58746,20,0,20,20,10.35,20.0,15,1.0,18.0
58747,1,0,1,1,10.0,1.0,1,1.0,1.0
58748,1,0,1,1,10.0,1.0,1,1.0,1.0
58749,3,0,3,3,8.666666666666666,3.0,1,1.0,3.0
58750,3,0,3,3,8.0,3.0,3,1.0,3.0
58751,13,0,13,13,10.923076923076923,12.0,13,1.0,10.0
58752,8,0,8,8,12.875,8.0,2,1.0,8.0
58754,7,0,7,7,10.0,7.0,4,1.0,6.0
58755,5,0,5,5,11.6,5.0,5,1.0,5.0
58756,17,0,17,17,9.823529411764707,16.0,5,1.0,16.0
58758,1,0,1,1,8.0,1.0,1,1.0,1.0
58759,2,0,2,2,8.5,2.0,2,1.0,2.0
58760,12,0,11,12,14.083333333333334,12.0,3,1.0,10.0
58761,5,0,5,5,8.4,4.0,4,1.0,4.0
58762,1,0,1,1,16.0,1.0,0,1.0,1.0
58763,10,0,10,10,9.3,10.0,3,1.0,10.0
58764,4,1,4,4,13.0,4.0,2,1.0,4.0
58765,65,0,64,65,11.415384615384616,58.0,18,1.0,50.0
58768,9,0,9,9,12.0,8.0,8,1.0,9.0
58769,9,0,9,9,9.333333333333334,9.0,5,1.0,9.0
58770,1,0,1,1,7.0,1.0,0,1.0,1.0
58771,4,0,4,4,9.25,4.0,1,1.0,4.0
58772,5,0,5,5,12.4,5.0,2,1.0,5.0
58773,1,0,1,1,9.0,1.0,1,1.0,1.0
58774,7,0,7,7,9.285714285714286,7.0,3,1.0,6.0
58775,2,0,2,2,15.0,2.0,2,1.0,2.0
58776,2,0,2,2,8.5,2.0,2,1.0,2.0
58777,16,0,16,16,10.625,16.0,4,1.0,13.0
58778,34,0,33,34,11.882352941176471,31.0,13,2.0,30.0
58779,8,0,8,8,7.375,8.0,4,1.0,8.0
58780,3,0,3,3,9.666666666666666,3.0,2,1.0,3.0
58781,9,0,9,9,8.444444444444445,9.0,5,1.0,9.0
58782,1,0,1,1,4.0,1.0,1,1.0,1.0
58783,13,0,13,13,11.23076923076923,13.0,9,1.0,12.0
58785,11,0,10,11,12.454545454545455,11.0,2,1.0,10.0
58786,3,0,3,3,30.0,3.0,1,1.0,3.0
58787,1,0,1,1,9.0,1.0,1,1.0,1.0
58789,20,0,20,20,9.1,20.0,6,1.0,18.0
58790,4,0,4,4,8.5,4.0,0,1.0,4.0
58791,6,0,6,6,13.333333333333334,6.0,2,1.0,6.0
58792,4,0,4,4,10.75,4.0,2,1.0,3.0
58793,23,0,23,23,11.652173913043478,21.0,15,1.0,19.0
58794,3,0,3,3,11.666666666666666,3.0,2,1.0,3.0
58795,45,0,45,45,9.955555555555556,43.0,8,1.0,40.0
58796,12,0,12,12,10.583333333333334,12.0,5,1.0,12.0
58797,3,0,3,3,19.333333333333332,3.0,3,1.0,3.0
58799,113,0,109,113,11.300884955752212,104.0,44,4.0,69.0
58800,29,0,29,29,11.793103448275861,27.0,17,1.0,27.0
58802,9,0,9,9,12.0,9.0,6,1.0,9.0
58805,34,0,32,34,9.235294117647058,30.0,10,1.0,27.0
58806,2,0,2,2,9.0,2.0,1,1.0,2.0
58807,17,0,17,17,10.058823529411764,16.0,7,1.0,17.0
58809,2,2,2,2,9.5,2.0,1,1.0,2.0
58811,5,0,5,5,8.0,5.0,4,1.0,5.0
58812,1,0,1,1,10.0,1.0,1,1.0,1.0
58813,1,0,1,1,10.0,1.0,0,1.0,1.0
58815,1,0,1,1,7.0,1.0,0,1.0,1.0
58816,4,0,4,4,17.0,4.0,2,2.0,4.0
58817,16,0,16,16,10.125,16.0,12,1.0,16.0
58818,3,2,3,3,12.0,3.0,2,1.0,3.0
58819,2,0,2,2,23.5,2.0,1,1.0,2.0
58820,20,0,20,20,10.2,20.0,12,1.0,17.0
58823,8,0,8,8,8.375,7.0,2,1.0,8.0
58824,8,1,8,8,8.5,7.0,6,1.0,5.0
58825,7,0,7,7,14.0,6.0,5,1.0,7.0
58826,1,0,1,1,9.0,1.0,0,1.0,1.0
58827,2,0,2,2,24.0,2.0,2,1.0,2.0
58828,2,0,2,2,9.5,2.0,2,1.0,2.0
58829,6,0,6,6,9.5,6.0,3,1.0,6.0
58830,2,0,2,2,8.0,2.0,1,1.0,2.0
